QUARTER,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DelayedDepartureSFO,ScheduledDepartureSFO,DelayedArrivalPHL,ScheduledArrivalPHL
2,4,1,1,92.0,24.0,3.0,1,1.0,21.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2,4,1,1,4.0,52.0,14.0,0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,1.0,4.0
2,4,7,1,109.0,16.0,5.0,1,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,6,1,81.0,26.0,6.0,1,1.0,7.0,0.0,0.0,0.0,62.0,1.0,4.0,0.0,0.0
2,4,4,1,-6.0,63.0,5.0,1,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4,1,130.0,12.0,5.0,0,1.0,8.0,0.0,0.0,0.0,101.0,0.0,4.0,0.0,0.0
2,4,3,1,2.0,32.0,10.0,0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,3,1,24.0,27.0,7.0,0,1.0,13.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0
2,4,1,1,27.0,14.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,1,1,28.0,16.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
2,4,7,1,36.0,21.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,7,1,27.0,17.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2,4,6,1,22.0,15.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,7,1,1.0,41.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2,4,4,1,20.0,18.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,4,1,-4.0,21.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,5,6,1,-10.0,19.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,7,1,-9.0,21.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,5,2,1,-4.0,27.0,3.0,0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,4,1,23.0,23.0,10.0,0,1.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0
2,5,7,1,19.0,19.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
