"Facility","Date","Hour","ScheduledDepartures","DeparturesFor MetricComputation","DelayedGateDepartures","% DelayedGateDepartures","AverageMinutesOf DelayPer DelayedGateDeparture","ScheduledArrivals","ArrivalsFor MetricComputation","DelayedGateArrivals","% DelayedGateArrivals","AverageMinutesOf DelayPer DelayedGateArrival"
" SFO","01/23/2017","5","4","4","0","0.00","0.00","3","3","1","33.33","43.00"
" SFO","01/23/2017","6","28","29","4","13.79","80.00","9","10","1","10.00","41.00"
" SFO","01/23/2017","7","28","29","3","10.34","53.33","27","27","6","22.22","36.50"
" SFO","01/23/2017","8","51","54","13","24.07","49.92","27","27","2","7.41","31.50"
" SFO","01/23/2017","9","34","34","14","41.18","50.50","42","44","20","45.45","32.90"
" SFO","01/23/2017","10","42","42","17","40.48","35.24","34","33","16","48.48","53.06"
" SFO","01/23/2017","11","42","43","25","58.14","30.36","37","38","17","44.74","45.00"
" SFO","01/23/2017","12","30","30","15","50.00","65.73","39","38","26","68.42","71.31"
" SFO","01/23/2017","13","43","44","22","50.00","45.55","30","35","20","57.14","53.15"
" SFO","01/23/2017","14","29","31","11","35.48","53.91","29","29","16","55.17","53.13"
" SFO","01/23/2017","15","26","28","9","32.14","69.67","31","30","19","63.33","53.21"
" SFO","01/23/2017","16","33","34","13","38.24","42.46","28","30","21","70.00","44.38"
" SFO","01/23/2017","17","24","28","13","46.43","37.62","26","27","12","44.44","94.58"
" SFO","01/23/2017","18","24","25","8","32.00","39.38","35","33","14","42.42","47.36"
" SFO","01/23/2017","19","24","26","10","38.46","33.30","34","35","20","57.14","35.80"
" SFO","01/23/2017","20","18","17","5","29.41","37.80","38","40","21","52.50","57.71"
" SFO","01/23/2017","21","16","16","3","18.75","77.33","44","45","21","46.67","46.95"
" SFO","01/23/2017","22","25","25","7","28.00","37.00","18","19","8","42.11","47.25"
" SFO","01/23/2017","23","17","17","5","29.41","24.20","19","21","3","14.29","47.33"
" SFO","01/24/2017","0","8","9","2","22.22","45.00","0","3","1","33.33","27.00"
" SFO","01/24/2017","1","0","0","0","0.00","0.00","1","2","0","0.00","0.00"
" SFO","01/24/2017","2","1","1","1","100.00","29.00","0","0","0","0.00","0.00"
" SFO","01/24/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/24/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/24/2017","5","3","3","1","33.33","24.00","3","4","1","25.00","43.00"
" SFO","01/24/2017","6","24","24","1","4.17","16.00","8","10","1","10.00","39.00"
" SFO","01/24/2017","7","26","29","2","6.90","64.50","24","27","1","3.70","48.00"
" SFO","01/24/2017","8","49","51","9","17.65","32.33","22","21","2","9.52","49.50"
" SFO","01/24/2017","9","33","35","8","22.86","35.75","41","42","1","2.38","33.00"
" SFO","01/24/2017","10","40","42","6","14.29","58.17","34","35","4","11.43","28.00"
" SFO","01/24/2017","11","40","40","5","12.50","36.20","35","36","4","11.11","26.75"
" SFO","01/24/2017","12","31","33","5","15.15","28.80","38","39","3","7.69","30.67"
" SFO","01/24/2017","13","39","40","3","7.50","21.67","29","34","5","14.71","39.80"
" SFO","01/24/2017","14","25","26","2","7.69","25.50","30","31","5","16.13","55.80"
" SFO","01/24/2017","15","23","26","3","11.54","33.33","27","29","2","6.90","44.00"
" SFO","01/24/2017","16","32","34","6","17.65","40.83","27","29","3","10.34","58.67"
" SFO","01/24/2017","17","23","23","1","4.35","37.00","22","25","0","0.00","0.00"
" SFO","01/24/2017","18","22","23","2","8.70","43.50","30","32","1","3.13","17.00"
" SFO","01/24/2017","19","24","25","2","8.00","21.00","32","35","3","8.57","48.67"
" SFO","01/24/2017","20","16","17","3","17.65","108.33","37","38","2","5.26","70.00"
" SFO","01/24/2017","21","15","15","0","0.00","0.00","44","45","4","8.89","29.25"
" SFO","01/24/2017","22","24","24","2","8.33","32.00","14","14","0","0.00","0.00"
" SFO","01/24/2017","23","14","15","2","13.33","23.00","16","20","2","10.00","53.00"
" SFO","01/25/2017","0","11","12","1","8.33","18.00","0","2","0","0.00","0.00"
" SFO","01/25/2017","1","0","0","0","0.00","0.00","2","1","0","0.00","0.00"
" SFO","01/25/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/25/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/25/2017","4","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","01/25/2017","5","3","3","0","0.00","0.00","3","7","2","28.57","23.00"
" SFO","01/25/2017","6","24","28","3","10.71","20.00","9","10","1","10.00","19.00"
" SFO","01/25/2017","7","27","31","6","19.35","33.50","25","25","3","12.00","46.33"
" SFO","01/25/2017","8","50","51","5","9.80","56.00","23","27","5","18.52","65.60"
" SFO","01/25/2017","9","35","37","3","8.11","52.67","41","41","7","17.07","40.00"
" SFO","01/25/2017","10","42","43","11","25.58","39.45","33","34","5","14.71","38.80"
" SFO","01/25/2017","11","38","41","8","19.51","61.75","33","34","5","14.71","39.20"
" SFO","01/25/2017","12","29","29","5","17.24","40.40","39","42","9","21.43","29.00"
" SFO","01/25/2017","13","42","43","11","25.58","27.36","30","35","9","25.71","36.11"
" SFO","01/25/2017","14","26","28","5","17.86","38.60","26","26","4","15.38","29.75"
" SFO","01/25/2017","15","25","26","3","11.54","31.33","29","32","2","6.25","62.50"
" SFO","01/25/2017","16","33","38","7","18.42","41.43","24","25","4","16.00","62.25"
" SFO","01/25/2017","17","24","24","1","4.17","19.00","24","28","6","21.43","40.00"
" SFO","01/25/2017","18","21","22","1","4.55","15.00","33","34","5","14.71","35.80"
" SFO","01/25/2017","19","25","27","4","14.81","24.75","35","36","3","8.33","43.67"
" SFO","01/25/2017","20","16","17","1","5.88","60.00","38","40","4","10.00","53.50"
" SFO","01/25/2017","21","16","16","1","6.25","17.00","44","45","5","11.11","33.40"
" SFO","01/25/2017","22","25","27","1","3.70","69.00","16","16","0","0.00","0.00"
" SFO","01/25/2017","23","16","16","3","18.75","34.33","17","17","4","23.53","25.75"
" SFO","01/26/2017","0","8","8","0","0.00","0.00","1","1","0","0.00","0.00"
" SFO","01/26/2017","1","1","1","0","0.00","0.00","2","1","0","0.00","0.00"
" SFO","01/26/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/26/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/26/2017","4","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","01/26/2017","5","4","6","1","16.67","40.00","3","5","0","0.00","0.00"
" SFO","01/26/2017","6","27","28","1","3.57","31.00","9","9","0","0.00","0.00"
" SFO","01/26/2017","7","27","32","8","25.00","31.50","25","27","1","3.70","30.00"
" SFO","01/26/2017","8","53","52","9","17.31","37.89","25","26","3","11.54","78.00"
" SFO","01/26/2017","9","34","36","10","27.78","33.10","43","47","5","10.64","69.60"
" SFO","01/26/2017","10","42","45","9","20.00","41.44","35","37","5","13.51","41.00"
" SFO","01/26/2017","11","43","46","7","15.22","42.57","35","41","8","19.51","29.00"
" SFO","01/26/2017","12","32","37","9","24.32","23.33","40","41","7","17.07","38.57"
" SFO","01/26/2017","13","41","45","7","15.56","35.57","30","34","6","17.65","30.33"
" SFO","01/26/2017","14","27","27","4","14.81","39.75","29","29","2","6.90","28.50"
" SFO","01/26/2017","15","26","28","3","10.71","56.00","30","30","2","6.67","92.00"
" SFO","01/26/2017","16","33","34","3","8.82","42.33","28","29","2","6.90","45.00"
" SFO","01/26/2017","17","25","28","4","14.29","103.75","25","30","2","6.67","31.50"
" SFO","01/26/2017","18","23","27","3","11.11","28.00","33","35","5","14.29","34.00"
" SFO","01/26/2017","19","25","27","1","3.70","31.00","34","35","2","5.71","26.00"
" SFO","01/26/2017","20","21","22","1","4.55","70.00","39","44","7","15.91","44.86"
" SFO","01/26/2017","21","17","18","2","11.11","53.00","44","47","8","17.02","46.50"
" SFO","01/26/2017","22","26","27","0","0.00","0.00","19","20","2","10.00","20.50"
" SFO","01/26/2017","23","19","20","4","20.00","37.25","19","20","6","30.00","29.17"
" SFO","01/27/2017","0","10","10","1","10.00","18.00","1","4","2","50.00","25.50"
" SFO","01/27/2017","1","1","1","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","01/27/2017","2","1","1","1","100.00","44.00","0","0","0","0.00","0.00"
" SFO","01/27/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/27/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/27/2017","5","3","3","0","0.00","0.00","3","4","1","25.00","21.00"
" SFO","01/27/2017","6","27","28","1","3.57","56.00","9","10","3","30.00","30.67"
" SFO","01/27/2017","7","27","32","5","15.63","40.40","26","27","4","14.81","97.50"
" SFO","01/27/2017","8","53","54","9","16.67","72.11","26","30","2","6.67","59.00"
" SFO","01/27/2017","9","34","37","5","13.51","25.20","41","43","9","20.93","35.33"
" SFO","01/27/2017","10","41","43","4","9.30","26.25","34","33","4","12.12","47.00"
" SFO","01/27/2017","11","41","41","8","19.51","23.25","36","36","3","8.33","32.67"
" SFO","01/27/2017","12","30","31","3","9.68","26.33","40","46","9","19.57","36.33"
" SFO","01/27/2017","13","42","45","10","22.22","40.80","31","34","5","14.71","38.60"
" SFO","01/27/2017","14","29","33","7","21.21","44.57","27","29","4","13.79","37.00"
" SFO","01/27/2017","15","26","29","7","24.14","37.00","32","35","3","8.57","25.00"
" SFO","01/27/2017","16","33","37","3","8.11","26.33","28","30","2","6.67","31.00"
" SFO","01/27/2017","17","26","29","5","17.24","34.40","26","27","0","0.00","0.00"
" SFO","01/27/2017","18","23","26","1","3.85","54.00","34","33","3","9.09","53.67"
" SFO","01/27/2017","19","25","26","2","7.69","116.50","35","37","5","13.51","26.20"
" SFO","01/27/2017","20","21","24","1","4.17","88.00","39","42","1","2.38","168.00"
" SFO","01/27/2017","21","15","15","2","13.33","24.50","44","45","3","6.67","37.00"
" SFO","01/27/2017","22","26","29","2","6.90","62.50","18","18","2","11.11","30.00"
" SFO","01/27/2017","23","17","18","4","22.22","50.00","19","19","3","15.79","69.33"
" SFO","01/28/2017","0","9","9","1","11.11","84.00","0","4","2","50.00","18.50"
" SFO","01/28/2017","1","1","1","0","0.00","0.00","2","3","0","0.00","0.00"
" SFO","01/28/2017","2","1","1","1","100.00","75.00","0","0","0","0.00","0.00"
" SFO","01/28/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/28/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/28/2017","5","4","4","0","0.00","0.00","3","4","1","25.00","23.00"
" SFO","01/28/2017","6","19","20","0","0.00","0.00","8","10","3","30.00","25.00"
" SFO","01/28/2017","7","22","24","3","12.50","45.00","23","24","3","12.50","39.67"
" SFO","01/28/2017","8","42","43","4","9.30","39.00","19","19","0","0.00","0.00"
" SFO","01/28/2017","9","31","31","1","3.23","65.00","39","39","0","0.00","0.00"
" SFO","01/28/2017","10","32","34","2","5.88","66.00","29","31","5","16.13","25.80"
" SFO","01/28/2017","11","41","42","5","11.90","20.80","36","36","1","2.78","17.00"
" SFO","01/28/2017","12","32","32","5","15.63","44.60","29","28","1","3.57","22.00"
" SFO","01/28/2017","13","38","40","2","5.00","41.00","23","25","2","8.00","43.50"
" SFO","01/28/2017","14","21","21","1","4.76","33.00","28","28","3","10.71","28.33"
" SFO","01/28/2017","15","17","17","2","11.76","52.50","23","24","3","12.50","54.00"
" SFO","01/28/2017","16","23","23","3","13.04","36.67","21","21","2","9.52","33.00"
" SFO","01/28/2017","17","14","17","1","5.88","27.00","20","22","2","9.09","30.50"
" SFO","01/28/2017","18","15","15","0","0.00","0.00","27","30","5","16.67","24.60"
" SFO","01/28/2017","19","21","22","2","9.09","19.50","26","26","0","0.00","0.00"
" SFO","01/28/2017","20","9","9","2","22.22","47.00","25","25","0","0.00","0.00"
" SFO","01/28/2017","21","8","8","1","12.50","94.00","30","33","3","9.09","74.00"
" SFO","01/28/2017","22","22","22","3","13.64","33.67","10","10","0","0.00","0.00"
" SFO","01/28/2017","23","12","12","6","50.00","77.33","11","11","1","9.09","73.00"
" SFO","01/29/2017","0","10","10","5","50.00","24.80","3","2","0","0.00","0.00"
" SFO","01/29/2017","1","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","01/29/2017","2","1","1","1","100.00","34.00","0","0","0","0.00","0.00"
" SFO","01/29/2017","3","1","1","0","0.00","0.00","0","2","1","50.00","22.00"
" SFO","01/29/2017","4","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","01/29/2017","5","2","3","1","33.33","17.00","3","4","0","0.00","0.00"
" SFO","01/29/2017","6","17","19","3","15.79","29.33","8","9","2","22.22","25.00"
" SFO","01/29/2017","7","22","26","5","19.23","45.60","21","22","1","4.55","22.00"
" SFO","01/29/2017","8","48","49","6","12.24","40.83","17","17","1","5.88","15.00"
" SFO","01/29/2017","9","29","29","3","10.34","23.00","36","37","3","8.11","51.33"
" SFO","01/29/2017","10","42","44","8","18.18","46.75","27","27","3","11.11","20.67"
" SFO","01/29/2017","11","38","39","5","12.82","32.60","36","37","3","8.11","37.33"
" SFO","01/29/2017","12","30","30","2","6.67","61.00","34","37","6","16.22","35.50"
" SFO","01/29/2017","13","45","50","7","14.00","26.86","30","39","5","12.82","36.40"
" SFO","01/29/2017","14","25","29","2","6.90","36.50","27","29","2","6.90","39.00"
" SFO","01/29/2017","15","25","25","5","20.00","50.00","28","31","2","6.45","30.00"
" SFO","01/29/2017","16","29","31","4","12.90","43.50","29","33","7","21.21","39.43"
" SFO","01/29/2017","17","27","28","7","25.00","53.71","23","29","9","31.03","41.67"
" SFO","01/29/2017","18","21","21","4","19.05","36.75","31","35","4","11.43","67.50"
" SFO","01/29/2017","19","24","23","5","21.74","28.40","35","35","3","8.57","84.00"
" SFO","01/29/2017","20","22","22","2","9.09","65.00","36","37","3","8.11","118.67"
" SFO","01/29/2017","21","16","16","0","0.00","0.00","44","44","3","6.82","27.33"
" SFO","01/29/2017","22","25","24","1","4.17","29.00","18","18","4","22.22","73.25"
" SFO","01/29/2017","23","19","19","3","15.79","101.33","19","21","5","23.81","46.20"
" SFO","01/30/2017","0","8","8","1","12.50","34.00","2","5","1","20.00","97.00"
" SFO","01/30/2017","1","2","2","1","50.00","64.00","3","2","1","50.00","38.00"
" SFO","01/30/2017","2","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","01/30/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/30/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/30/2017","5","4","4","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","01/30/2017","6","28","28","3","10.71","30.00","9","9","1","11.11","68.00"
" SFO","01/30/2017","7","28","31","3","9.68","24.00","27","27","0","0.00","0.00"
" SFO","01/30/2017","8","51","55","5","9.09","38.40","27","27","1","3.70","54.00"
" SFO","01/30/2017","9","34","33","2","6.06","18.00","42","43","5","11.63","56.20"
" SFO","01/30/2017","10","42","42","6","14.29","41.17","34","35","6","17.14","30.17"
" SFO","01/30/2017","11","42","44","6","13.64","23.50","38","42","7","16.67","34.71"
" SFO","01/30/2017","12","31","35","8","22.86","35.63","37","37","4","10.81","20.75"
" SFO","01/30/2017","13","42","43","9","20.93","50.22","31","32","2","6.25","37.50"
" SFO","01/30/2017","14","29","30","4","13.33","41.50","29","31","1","3.23","42.00"
" SFO","01/30/2017","15","26","30","5","16.67","40.20","31","34","1","2.94","60.00"
" SFO","01/30/2017","16","33","35","1","2.86","23.00","29","28","0","0.00","0.00"
" SFO","01/30/2017","17","26","29","2","6.90","59.50","26","30","4","13.33","47.25"
" SFO","01/30/2017","18","23","26","1","3.85","34.00","34","37","1","2.70","24.00"
" SFO","01/30/2017","19","24","27","2","7.41","103.50","34","35","4","11.43","30.00"
" SFO","01/30/2017","20","18","21","4","19.05","45.75","39","42","1","2.38","19.00"
" SFO","01/30/2017","21","16","15","0","0.00","0.00","43","44","0","0.00","0.00"
" SFO","01/30/2017","22","25","27","2","7.41","38.50","18","19","1","5.26","209.00"
" SFO","01/30/2017","23","17","17","1","5.88","67.00","19","20","1","5.00","25.00"
" SFO","01/31/2017","0","8","8","0","0.00","0.00","0","3","2","66.67","45.00"
" SFO","01/31/2017","1","0","1","0","0.00","0.00","1","2","0","0.00","0.00"
" SFO","01/31/2017","2","1","1","1","100.00","55.00","0","1","0","0.00","0.00"
" SFO","01/31/2017","3","2","2","2","100.00","82.00","0","0","0","0.00","0.00"
" SFO","01/31/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","01/31/2017","5","3","3","0","0.00","0.00","3","4","1","25.00","50.00"
" SFO","01/31/2017","6","24","25","1","4.00","18.00","8","8","0","0.00","0.00"
" SFO","01/31/2017","7","26","28","1","3.57","47.00","24","26","1","3.85","50.00"
" SFO","01/31/2017","8","49","49","5","10.20","80.20","22","23","1","4.35","27.00"
" SFO","01/31/2017","9","33","33","6","18.18","41.50","40","40","2","5.00","23.50"
" SFO","01/31/2017","10","40","41","3","7.32","20.67","34","36","7","19.44","32.71"
" SFO","01/31/2017","11","40","45","12","26.67","39.25","35","40","4","10.00","30.75"
" SFO","01/31/2017","12","31","35","4","11.43","30.25","38","39","4","10.26","43.75"
" SFO","01/31/2017","13","39","39","2","5.13","111.00","27","30","5","16.67","53.80"
" SFO","01/31/2017","14","25","27","4","14.81","37.50","30","31","6","19.35","53.17"
" SFO","01/31/2017","15","23","25","3","12.00","33.00","27","31","4","12.90","38.00"
" SFO","01/31/2017","16","32","34","1","2.94","80.00","27","30","6","20.00","31.17"
" SFO","01/31/2017","17","22","24","1","4.17","78.00","23","25","4","16.00","32.25"
" SFO","01/31/2017","18","21","22","2","9.09","47.50","29","31","5","16.13","59.20"
" SFO","01/31/2017","19","24","25","3","12.00","42.33","32","36","8","22.22","36.38"
" SFO","01/31/2017","20","17","19","1","5.26","38.00","36","37","8","21.62","46.75"
" SFO","01/31/2017","21","15","15","2","13.33","63.00","44","44","3","6.82","25.00"
" SFO","01/31/2017","22","24","24","0","0.00","0.00","13","14","4","28.57","31.50"
" SFO","01/31/2017","23","13","13","0","0.00","0.00","16","16","4","25.00","43.25"
" SFO","02/01/2017","0","10","10","1","10.00","19.00","0","3","0","0.00","0.00"
" SFO","02/01/2017","1","0","0","0","0.00","0.00","2","1","0","0.00","0.00"
" SFO","02/01/2017","2","1","2","2","100.00","35.00","0","0","0","0.00","0.00"
" SFO","02/01/2017","3","1","0","0","0.00","0.00","0","2","0","0.00","0.00"
" SFO","02/01/2017","4","0","1","1","100.00","23.00","0","0","0","0.00","0.00"
" SFO","02/01/2017","5","3","4","0","0.00","0.00","3","5","2","40.00","29.00"
" SFO","02/01/2017","6","25","26","3","11.54","27.67","8","8","1","12.50","125.00"
" SFO","02/01/2017","7","26","29","3","10.34","65.00","25","26","0","0.00","0.00"
" SFO","02/01/2017","8","49","47","6","12.77","67.67","23","26","3","11.54","42.00"
" SFO","02/01/2017","9","34","35","11","31.43","55.55","40","40","5","12.50","27.60"
" SFO","02/01/2017","10","43","46","14","30.43","46.14","35","37","17","45.95","46.06"
" SFO","02/01/2017","11","37","39","12","30.77","42.50","32","33","10","30.30","35.80"
" SFO","02/01/2017","12","30","32","9","28.13","40.22","40","41","8","19.51","44.38"
" SFO","02/01/2017","13","42","44","9","20.45","45.67","28","30","7","23.33","33.14"
" SFO","02/01/2017","14","26","26","3","11.54","22.67","27","30","11","36.67","38.27"
" SFO","02/01/2017","15","25","29","3","10.34","60.00","29","33","8","24.24","47.88"
" SFO","02/01/2017","16","33","38","9","23.68","33.89","25","25","8","32.00","32.38"
" SFO","02/01/2017","17","24","24","2","8.33","34.50","25","30","4","13.33","59.00"
" SFO","02/01/2017","18","21","23","1","4.35","64.00","32","34","6","17.65","39.67"
" SFO","02/01/2017","19","25","27","3","11.11","38.33","35","36","8","22.22","39.25"
" SFO","02/01/2017","20","17","18","2","11.11","46.00","38","40","9","22.50","42.44"
" SFO","02/01/2017","21","16","16","2","12.50","25.00","43","45","12","26.67","45.42"
" SFO","02/01/2017","22","25","26","1","3.85","37.00","17","17","6","35.29","33.17"
" SFO","02/01/2017","23","16","17","6","35.29","28.67","17","17","7","41.18","35.57"
" SFO","02/02/2017","0","8","8","1","12.50","43.00","1","3","1","33.33","95.00"
" SFO","02/02/2017","1","1","2","1","50.00","25.00","2","1","0","0.00","0.00"
" SFO","02/02/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/02/2017","3","2","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/02/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/02/2017","5","4","4","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","02/02/2017","6","27","27","3","11.11","29.33","9","9","1","11.11","46.00"
" SFO","02/02/2017","7","28","29","2","6.90","57.50","25","26","6","23.08","23.83"
" SFO","02/02/2017","8","53","54","10","18.52","44.40","25","26","13","50.00","50.85"
" SFO","02/02/2017","9","33","30","9","30.00","38.56","42","38","24","63.16","56.08"
" SFO","02/02/2017","10","43","38","18","47.37","47.22","37","31","22","70.97","47.55"
" SFO","02/02/2017","11","43","35","18","51.43","37.39","34","29","18","62.07","63.06"
" SFO","02/02/2017","12","33","29","10","34.48","52.60","39","29","24","82.76","65.00"
" SFO","02/02/2017","13","41","36","20","55.56","60.35","29","24","18","75.00","49.56"
" SFO","02/02/2017","14","27","26","8","30.77","31.38","29","29","16","55.17","79.44"
" SFO","02/02/2017","15","26","26","8","30.77","50.13","30","30","23","76.67","76.17"
" SFO","02/02/2017","16","33","34","12","35.29","72.33","28","24","18","75.00","71.00"
" SFO","02/02/2017","17","24","23","7","30.43","23.29","25","26","17","65.38","67.29"
" SFO","02/02/2017","18","23","22","12","54.55","32.75","33","30","20","66.67","87.50"
" SFO","02/02/2017","19","25","26","11","42.31","46.73","34","35","28","80.00","76.68"
" SFO","02/02/2017","20","21","20","8","40.00","39.00","39","39","33","84.62","92.27"
" SFO","02/02/2017","21","16","14","7","50.00","24.14","43","39","28","71.79","106.64"
" SFO","02/02/2017","22","26","24","8","33.33","46.88","20","20","16","80.00","79.75"
" SFO","02/02/2017","23","19","19","8","42.11","44.75","19","19","15","78.95","71.13"
" SFO","02/03/2017","0","10","11","1","9.09","29.00","1","6","2","33.33","21.50"
" SFO","02/03/2017","1","1","1","1","100.00","35.00","3","3","2","66.67","55.00"
" SFO","02/03/2017","2","1","1","1","100.00","30.00","0","0","0","0.00","0.00"
" SFO","02/03/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/03/2017","4","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/03/2017","5","2","2","0","0.00","0.00","3","7","3","42.86","33.67"
" SFO","02/03/2017","6","26","27","2","7.41","29.50","8","10","2","20.00","23.00"
" SFO","02/03/2017","7","28","30","2","6.67","43.50","26","27","5","18.52","45.40"
" SFO","02/03/2017","8","52","53","12","22.64","35.92","25","26","12","46.15","42.67"
" SFO","02/03/2017","9","33","31","9","29.03","26.78","41","37","20","54.05","60.75"
" SFO","02/03/2017","10","42","37","16","43.24","46.25","37","31","20","64.52","88.75"
" SFO","02/03/2017","11","41","34","17","50.00","54.00","36","30","18","60.00","84.50"
" SFO","02/03/2017","12","31","25","14","56.00","48.50","39","31","22","70.97","94.64"
" SFO","02/03/2017","13","42","35","17","48.57","65.06","30","26","17","65.38","104.00"
" SFO","02/03/2017","14","29","23","11","47.83","40.55","28","26","18","69.23","100.17"
" SFO","02/03/2017","15","27","25","12","48.00","77.92","32","31","26","83.87","126.19"
" SFO","02/03/2017","16","33","32","15","46.88","79.07","28","22","15","68.18","112.00"
" SFO","02/03/2017","17","26","21","9","42.86","32.56","27","24","16","66.67","112.50"
" SFO","02/03/2017","18","24","22","13","59.09","53.00","34","31","19","61.29","97.26"
" SFO","02/03/2017","19","25","26","11","42.31","45.82","35","31","16","51.61","107.75"
" SFO","02/03/2017","20","21","21","5","23.81","24.00","39","38","28","73.68","102.32"
" SFO","02/03/2017","21","15","14","8","57.14","43.50","43","40","30","75.00","99.43"
" SFO","02/03/2017","22","26","23","6","26.09","41.33","19","18","13","72.22","86.77"
" SFO","02/03/2017","23","17","18","10","55.56","43.30","19","21","12","57.14","57.67"
" SFO","02/04/2017","0","9","10","1","10.00","18.00","0","4","2","50.00","44.50"
" SFO","02/04/2017","1","1","1","1","100.00","16.00","2","2","2","100.00","32.00"
" SFO","02/04/2017","2","1","1","1","100.00","44.00","0","0","0","0.00","0.00"
" SFO","02/04/2017","3","2","2","2","100.00","63.00","0","0","0","0.00","0.00"
" SFO","02/04/2017","5","4","4","0","0.00","0.00","3","4","2","50.00","29.00"
" SFO","02/04/2017","6","19","21","0","0.00","0.00","9","10","0","0.00","0.00"
" SFO","02/04/2017","7","21","21","3","14.29","42.33","23","23","5","21.74","26.20"
" SFO","02/04/2017","8","43","42","4","9.52","40.00","19","19","2","10.53","21.00"
" SFO","02/04/2017","9","31","30","4","13.33","38.00","38","39","6","15.38","28.50"
" SFO","02/04/2017","10","33","36","6","16.67","22.33","30","32","12","37.50","34.25"
" SFO","02/04/2017","11","40","43","9","20.93","33.22","35","36","10","27.78","27.20"
" SFO","02/04/2017","12","33","33","7","21.21","27.71","28","28","4","14.29","43.75"
" SFO","02/04/2017","13","36","37","6","16.22","27.50","23","25","2","8.00","22.50"
" SFO","02/04/2017","14","21","22","2","9.09","25.50","30","32","6","18.75","68.50"
" SFO","02/04/2017","15","17","17","4","23.53","57.25","22","23","5","21.74","23.20"
" SFO","02/04/2017","16","22","21","6","28.57","31.00","22","22","1","4.55","29.00"
" SFO","02/04/2017","17","15","16","2","12.50","27.00","20","23","1","4.35","56.00"
" SFO","02/04/2017","18","15","15","2","13.33","19.50","27","27","4","14.81","24.00"
" SFO","02/04/2017","19","19","19","0","0.00","0.00","25","26","2","7.69","26.50"
" SFO","02/04/2017","20","9","10","0","0.00","0.00","25","25","3","12.00","80.67"
" SFO","02/04/2017","21","8","8","2","25.00","26.50","29","30","4","13.33","34.25"
" SFO","02/04/2017","22","21","20","2","10.00","31.50","12","13","2","15.38","20.00"
" SFO","02/04/2017","23","12","13","0","0.00","0.00","10","12","2","16.67","30.00"
" SFO","02/05/2017","0","11","11","1","9.09","33.00","1","3","1","33.33","38.00"
" SFO","02/05/2017","1","0","0","0","0.00","0.00","2","3","1","33.33","34.00"
" SFO","02/05/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","02/05/2017","3","1","1","1","100.00","48.00","0","0","0","0.00","0.00"
" SFO","02/05/2017","4","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","02/05/2017","5","2","3","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","02/05/2017","6","17","17","0","0.00","0.00","8","8","1","12.50","22.00"
" SFO","02/05/2017","7","21","23","0","0.00","0.00","21","22","0","0.00","0.00"
" SFO","02/05/2017","8","44","46","7","15.22","54.86","17","18","0","0.00","0.00"
" SFO","02/05/2017","9","30","32","1","3.13","24.00","32","33","2","6.06","41.00"
" SFO","02/05/2017","10","41","43","8","18.60","42.50","30","30","6","20.00","35.67"
" SFO","02/05/2017","11","37","40","6","15.00","57.67","34","34","6","17.65","37.17"
" SFO","02/05/2017","12","28","29","5","17.24","34.60","35","35","7","20.00","29.57"
" SFO","02/05/2017","13","43","45","17","37.78","30.59","25","27","4","14.81","25.00"
" SFO","02/05/2017","14","25","25","8","32.00","29.75","26","27","9","33.33","41.44"
