"Facility","Date","Hour","ScheduledDepartures","DeparturesFor MetricComputation","DelayedGateDepartures","% DelayedGateDepartures","AverageMinutesOf DelayPer DelayedGateDeparture","ScheduledArrivals","ArrivalsFor MetricComputation","DelayedGateArrivals","% DelayedGateArrivals","AverageMinutesOf DelayPer DelayedGateArrival"
" SFO","06/21/2017","19","31","33","5","15.15","35.80","38","40","8","20.00","28.75"
" SFO","06/21/2017","20","26","28","8","28.57","34.38","36","36","4","11.11","62.25"
" SFO","06/21/2017","21","19","20","7","35.00","32.57","55","55","12","21.82","44.08"
" SFO","06/21/2017","22","43","43","5","11.63","30.40","29","29","7","24.14","57.43"
" SFO","06/21/2017","23","18","18","2","11.11","22.50","18","18","3","16.67","48.67"
" SFO","06/22/2017","0","11","12","2","16.67","96.00","13","16","5","31.25","29.20"
" SFO","06/22/2017","1","7","8","2","25.00","32.00","2","1","0","0.00","0.00"
" SFO","06/22/2017","2","1","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","06/22/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/22/2017","4","0","0","0","0.00","0.00","2","4","1","25.00","24.00"
" SFO","06/22/2017","5","6","6","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","06/22/2017","6","38","40","1","2.50","50.00","10","13","3","23.08","32.00"
" SFO","06/22/2017","7","27","30","2","6.67","45.00","33","33","4","12.12","68.50"
" SFO","06/22/2017","8","46","45","6","13.33","48.83","35","35","3","8.57","37.33"
" SFO","06/22/2017","9","44","45","6","13.33","29.33","51","50","6","12.00","44.83"
" SFO","06/22/2017","10","44","43","4","9.30","74.25","39","39","5","12.82","44.60"
" SFO","06/22/2017","11","50","53","15","28.30","36.13","39","39","6","15.38","66.50"
" SFO","06/22/2017","12","32","32","7","21.88","51.86","34","36","10","27.78","36.80"
" SFO","06/22/2017","13","40","43","16","37.21","34.94","35","36","8","22.22","37.13"
" SFO","06/22/2017","14","35","35","9","25.71","29.44","34","34","3","8.82","24.33"
" SFO","06/22/2017","15","27","28","6","21.43","21.00","40","40","8","20.00","49.38"
" SFO","06/22/2017","16","42","41","7","17.07","38.57","30","34","6","17.65","63.83"
" SFO","06/22/2017","17","30","32","7","21.88","39.43","32","34","4","11.76","39.25"
" SFO","06/22/2017","18","27","30","7","23.33","62.57","36","36","7","19.44","52.14"
" SFO","06/22/2017","19","33","35","11","31.43","35.82","38","40","11","27.50","54.82"
" SFO","06/22/2017","20","25","24","6","25.00","30.00","34","36","3","8.33","32.00"
" SFO","06/22/2017","21","20","20","2","10.00","31.00","58","59","13","22.03","37.62"
" SFO","06/22/2017","22","45","47","9","19.15","23.89","30","32","9","28.13","41.33"
" SFO","06/22/2017","23","19","19","8","42.11","50.50","17","17","8","47.06","18.88"
" SFO","06/23/2017","0","10","11","3","27.27","52.67","11","13","3","23.08","30.67"
" SFO","06/23/2017","1","8","8","0","0.00","0.00","2","4","3","75.00","24.67"
" SFO","06/23/2017","2","1","1","1","100.00","115.00","0","1","1","100.00","149.00"
" SFO","06/23/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/23/2017","4","0","1","1","100.00","20.00","2","3","1","33.33","20.00"
" SFO","06/23/2017","5","6","7","0","0.00","0.00","3","4","1","25.00","31.00"
" SFO","06/23/2017","6","36","38","3","7.89","38.00","9","11","2","18.18","48.00"
" SFO","06/23/2017","7","27","29","4","13.79","46.75","31","31","4","12.90","39.50"
" SFO","06/23/2017","8","46","46","6","13.04","34.50","38","39","15","38.46","67.13"
" SFO","06/23/2017","9","43","44","13","29.55","30.77","53","54","21","38.89","41.52"
" SFO","06/23/2017","10","47","47","13","27.66","32.62","38","38","17","44.74","45.06"
" SFO","06/23/2017","11","48","51","21","41.18","39.67","39","39","12","30.77","29.08"
" SFO","06/23/2017","12","32","36","10","27.78","58.40","34","38","12","31.58","56.58"
" SFO","06/23/2017","13","40","41","14","34.15","39.21","34","37","5","13.51","46.40"
" SFO","06/23/2017","14","36","38","14","36.84","40.14","35","37","6","16.22","41.67"
" SFO","06/23/2017","15","28","30","12","40.00","40.33","41","41","5","12.20","19.60"
" SFO","06/23/2017","16","41","44","13","29.55","49.46","30","35","1","2.86","61.00"
" SFO","06/23/2017","17","32","35","6","17.14","25.00","29","32","6","18.75","57.83"
" SFO","06/23/2017","18","26","26","2","7.69","41.50","37","39","10","25.64","50.80"
" SFO","06/23/2017","19","32","34","9","26.47","60.11","39","42","10","23.81","34.60"
" SFO","06/23/2017","20","23","23","2","8.70","50.00","35","35","8","22.86","30.13"
" SFO","06/23/2017","21","21","21","2","9.52","29.00","58","57","16","28.07","48.88"
" SFO","06/23/2017","22","44","46","5","10.87","28.20","30","30","9","30.00","33.22"
" SFO","06/23/2017","23","20","21","3","14.29","43.33","18","19","4","21.05","49.50"
" SFO","06/24/2017","0","11","11","1","9.09","55.00","7","13","3","23.08","25.33"
" SFO","06/24/2017","1","6","6","1","16.67","19.00","2","2","1","50.00","44.00"
" SFO","06/24/2017","2","1","2","2","100.00","146.00","0","1","0","0.00","0.00"
" SFO","06/24/2017","3","1","1","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","06/24/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/24/2017","5","5","7","1","14.29","190.00","3","4","0","0.00","0.00"
" SFO","06/24/2017","6","32","33","3","9.09","50.67","8","9","2","22.22","24.00"
" SFO","06/24/2017","7","26","26","3","11.54","90.00","30","31","3","9.68","49.33"
" SFO","06/24/2017","8","43","45","8","17.78","46.63","34","34","10","29.41","45.40"
" SFO","06/24/2017","9","39","41","12","29.27","47.67","49","50","15","30.00","84.47"
" SFO","06/24/2017","10","41","41","18","43.90","35.72","36","36","12","33.33","89.67"
" SFO","06/24/2017","11","46","47","13","27.66","47.08","32","34","11","32.35","39.73"
" SFO","06/24/2017","12","32","33","11","33.33","50.55","33","36","12","33.33","46.67"
" SFO","06/24/2017","13","36","38","10","26.32","38.30","29","31","6","19.35","56.00"
" SFO","06/24/2017","14","32","32","7","21.88","43.57","32","33","7","21.21","36.00"
" SFO","06/24/2017","15","20","22","3","13.64","31.33","33","35","6","17.14","50.00"
" SFO","06/24/2017","16","38","42","11","26.19","41.36","30","31","8","25.81","83.38"
" SFO","06/24/2017","17","25","25","8","32.00","39.63","30","31","4","12.90","29.50"
" SFO","06/24/2017","18","23","24","6","25.00","30.33","31","31","6","19.35","25.00"
" SFO","06/24/2017","19","28","28","3","10.71","25.67","33","33","3","9.09","23.33"
" SFO","06/24/2017","20","22","23","1","4.35","114.00","31","32","5","15.63","74.80"
" SFO","06/24/2017","21","17","18","2","11.11","22.50","50","50","9","18.00","33.89"
" SFO","06/24/2017","22","39","39","8","20.51","34.25","29","30","7","23.33","34.71"
" SFO","06/24/2017","23","20","20","1","5.00","42.00","15","15","1","6.67","27.00"
" SFO","06/25/2017","0","10","10","1","10.00","71.00","11","7","0","0.00","0.00"
" SFO","06/25/2017","1","8","8","0","0.00","0.00","2","2","1","50.00","92.00"
" SFO","06/25/2017","2","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/25/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/25/2017","4","0","0","0","0.00","0.00","2","2","1","50.00","67.00"
" SFO","06/25/2017","5","4","4","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","06/25/2017","6","30","30","5","16.67","61.60","8","9","1","11.11","21.00"
" SFO","06/25/2017","7","26","27","2","7.41","48.00","29","29","3","10.34","50.00"
" SFO","06/25/2017","8","41","46","7","15.22","59.86","29","29","2","6.90","46.00"
" SFO","06/25/2017","9","43","45","8","17.78","37.25","52","52","15","28.85","63.07"
" SFO","06/25/2017","10","50","50","20","40.00","47.90","36","35","17","48.57","68.41"
" SFO","06/25/2017","11","44","44","16","36.36","52.44","37","41","17","41.46","44.47"
" SFO","06/25/2017","12","33","33","15","45.45","25.53","30","32","8","25.00","37.13"
" SFO","06/25/2017","13","36","38","5","13.16","85.00","34","35","8","22.86","64.00"
" SFO","06/25/2017","14","31","33","9","27.27","33.78","36","42","10","23.81","47.60"
" SFO","06/25/2017","15","24","25","3","12.00","35.67","41","41","5","12.20","50.40"
" SFO","06/25/2017","16","47","49","13","26.53","31.15","34","35","11","31.43","28.27"
" SFO","06/25/2017","17","33","35","5","14.29","35.00","25","29","7","24.14","33.29"
" SFO","06/25/2017","18","26","29","8","27.59","25.50","35","39","10","25.64","55.30"
" SFO","06/25/2017","19","34","34","5","14.71","32.20","40","43","8","18.60","43.00"
" SFO","06/25/2017","20","28","28","5","17.86","30.20","37","38","8","21.05","33.13"
" SFO","06/25/2017","21","21","22","3","13.64","36.33","57","57","12","21.05","37.00"
" SFO","06/25/2017","22","45","46","8","17.39","50.00","29","30","6","20.00","30.17"
" SFO","06/25/2017","23","20","21","8","38.10","22.13","23","25","7","28.00","27.00"
" SFO","06/26/2017","0","12","12","2","16.67","19.50","11","11","1","9.09","18.00"
" SFO","06/26/2017","1","6","6","1","16.67","24.00","3","3","0","0.00","0.00"
" SFO","06/26/2017","2","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","06/26/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/26/2017","4","0","0","0","0.00","0.00","2","3","1","33.33","17.00"
" SFO","06/26/2017","5","6","6","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","06/26/2017","6","38","37","3","8.11","33.67","9","10","1","10.00","92.00"
" SFO","06/26/2017","7","28","29","0","0.00","0.00","34","31","2","6.45","128.50"
" SFO","06/26/2017","8","43","45","4","8.89","32.00","37","39","11","28.21","43.09"
" SFO","06/26/2017","9","44","50","14","28.00","31.86","52","54","24","44.44","58.08"
" SFO","06/26/2017","10","46","47","19","40.43","33.11","38","38","20","52.63","50.65"
" SFO","06/26/2017","11","48","49","22","44.90","37.14","39","40","22","55.00","45.82"
" SFO","06/26/2017","12","32","34","11","32.35","29.91","34","38","25","65.79","40.24"
" SFO","06/26/2017","13","40","43","14","32.56","48.79","33","34","9","26.47","37.67"
" SFO","06/26/2017","14","36","36","9","25.00","27.78","34","36","4","11.11","33.00"
" SFO","06/26/2017","15","27","32","5","15.63","52.40","39","39","7","17.95","44.86"
" SFO","06/26/2017","16","40","44","14","31.82","48.50","30","31","4","12.90","45.25"
" SFO","06/26/2017","17","31","32","2","6.25","42.50","30","33","3","9.09","46.00"
" SFO","06/26/2017","18","26","30","5","16.67","34.00","38","39","4","10.26","38.75"
" SFO","06/26/2017","19","31","31","3","9.68","56.33","38","39","5","12.82","25.60"
" SFO","06/26/2017","20","27","29","1","3.45","16.00","35","38","5","13.16","30.80"
" SFO","06/26/2017","21","19","19","1","5.26","36.00","54","54","17","31.48","47.18"
" SFO","06/26/2017","22","44","45","4","8.89","27.75","30","32","11","34.38","52.55"
" SFO","06/26/2017","23","20","20","8","40.00","36.25","20","20","10","50.00","34.20"
" SFO","06/27/2017","0","11","11","0","0.00","0.00","11","12","3","25.00","47.33"
" SFO","06/27/2017","1","6","6","1","16.67","23.00","1","3","1","33.33","21.00"
" SFO","06/27/2017","2","1","1","1","100.00","127.00","0","0","0","0.00","0.00"
" SFO","06/27/2017","3","1","1","1","100.00","31.00","0","0","0","0.00","0.00"
" SFO","06/27/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/27/2017","5","6","6","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","06/27/2017","6","37","38","4","10.53","43.50","9","10","1","10.00","22.00"
" SFO","06/27/2017","7","27","28","2","7.14","30.00","32","33","4","12.12","52.75"
" SFO","06/27/2017","8","44","43","3","6.98","24.00","35","35","8","22.86","64.38"
" SFO","06/27/2017","9","43","44","13","29.55","42.31","51","50","22","44.00","66.82"
" SFO","06/27/2017","10","45","44","15","34.09","50.07","38","41","21","51.22","60.48"
" SFO","06/27/2017","11","48","49","21","42.86","43.95","39","41","23","56.10","49.87"
" SFO","06/27/2017","12","33","38","13","34.21","58.69","34","34","17","50.00","44.00"
" SFO","06/27/2017","13","40","42","19","45.24","49.32","33","37","15","40.54","38.53"
" SFO","06/27/2017","14","34","36","13","36.11","46.46","34","36","12","33.33","40.17"
" SFO","06/27/2017","15","28","29","6","20.69","25.83","40","44","10","22.73","36.10"
" SFO","06/27/2017","16","39","41","5","12.20","42.60","31","33","8","24.24","55.75"
" SFO","06/27/2017","17","30","32","6","18.75","30.17","31","33","2","6.06","38.00"
" SFO","06/27/2017","18","26","27","4","14.81","61.25","35","37","11","29.73","69.18"
" SFO","06/27/2017","19","32","34","11","32.35","31.00","37","37","21","56.76","59.57"
" SFO","06/27/2017","20","24","24","10","41.67","43.80","34","33","12","36.36","75.25"
" SFO","06/27/2017","21","18","18","4","22.22","31.50","54","55","32","58.18","66.91"
" SFO","06/27/2017","22","42","44","17","38.64","47.24","30","29","11","37.93","78.55"
" SFO","06/27/2017","23","16","16","6","37.50","35.17","18","18","9","50.00","68.00"
" SFO","06/28/2017","0","11","11","1","9.09","44.00","12","11","3","27.27","39.67"
" SFO","06/28/2017","1","8","8","2","25.00","19.50","1","2","1","50.00","17.00"
" SFO","06/28/2017","2","2","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/28/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/28/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/28/2017","5","6","6","1","16.67","16.00","3","4","1","25.00","25.00"
" SFO","06/28/2017","6","36","35","2","5.71","51.00","9","13","1","7.69","15.00"
" SFO","06/28/2017","7","27","30","3","10.00","46.00","32","33","8","24.24","78.50"
" SFO","06/28/2017","8","45","43","7","16.28","28.43","36","34","18","52.94","57.89"
" SFO","06/28/2017","9","43","43","19","44.19","38.95","53","51","23","45.10","84.00"
" SFO","06/28/2017","10","47","44","15","34.09","39.33","38","38","23","60.53","75.43"
" SFO","06/28/2017","11","49","49","27","55.10","49.89","39","39","22","56.41","51.68"
" SFO","06/28/2017","12","32","33","13","39.39","40.15","33","37","22","59.46","53.00"
" SFO","06/28/2017","13","40","45","20","44.44","55.90","34","36","18","50.00","58.11"
" SFO","06/28/2017","14","35","35","19","54.29","35.47","36","39","15","38.46","42.07"
" SFO","06/28/2017","15","27","29","8","27.59","44.50","39","39","11","28.21","32.82"
" SFO","06/28/2017","16","43","44","15","34.09","46.40","30","36","9","25.00","56.78"
" SFO","06/28/2017","17","31","35","7","20.00","45.71","30","32","7","21.88","39.71"
" SFO","06/28/2017","18","25","28","9","32.14","41.33","37","36","11","30.56","32.55"
" SFO","06/28/2017","19","31","34","9","26.47","22.89","37","39","11","28.21","33.82"
" SFO","06/28/2017","20","26","26","3","11.54","36.67","36","36","7","19.44","34.29"
" SFO","06/28/2017","21","19","19","3","15.79","52.00","55","55","17","30.91","34.41"
" SFO","06/28/2017","22","43","44","9","20.45","32.67","29","29","10","34.48","41.60"
" SFO","06/28/2017","23","18","18","5","27.78","36.60","18","19","3","15.79","60.33"
" SFO","06/29/2017","0","11","11","1","9.09","19.00","13","14","1","7.14","38.00"
" SFO","06/29/2017","1","7","7","1","14.29","57.00","2","2","1","50.00","62.00"
" SFO","06/29/2017","2","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/29/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/29/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/29/2017","5","6","6","0","0.00","0.00","3","4","1","25.00","20.00"
" SFO","06/29/2017","6","38","41","6","14.63","36.83","10","13","3","23.08","53.00"
" SFO","06/29/2017","7","27","30","1","3.33","50.00","33","32","2","6.25","68.00"
" SFO","06/29/2017","8","46","45","7","15.56","51.14","35","38","17","44.74","50.41"
" SFO","06/29/2017","9","44","44","10","22.73","47.00","51","50","21","42.00","68.95"
" SFO","06/29/2017","10","44","43","15","34.88","46.67","39","39","20","51.28","53.35"
" SFO","06/29/2017","11","50","51","19","37.25","40.95","39","40","14","35.00","47.36"
" SFO","06/29/2017","12","32","34","14","41.18","33.36","34","36","10","27.78","45.10"
" SFO","06/29/2017","13","40","42","11","26.19","38.55","35","37","6","16.22","52.00"
" SFO","06/29/2017","14","36","39","14","35.90","40.21","34","37","7","18.92","82.00"
" SFO","06/29/2017","15","27","27","8","29.63","32.38","40","44","7","15.91","34.57"
" SFO","06/29/2017","16","42","45","7","15.56","31.71","31","33","6","18.18","43.33"
" SFO","06/29/2017","17","30","30","5","16.67","28.60","31","32","5","15.63","24.60"
" SFO","06/29/2017","18","27","29","4","13.79","46.75","37","36","6","16.67","65.17"
" SFO","06/29/2017","19","33","36","4","11.11","40.75","39","40","9","22.50","48.56"
" SFO","06/29/2017","20","28","28","5","17.86","48.20","34","35","15","42.86","40.67"
" SFO","06/29/2017","21","20","20","6","30.00","34.33","58","58","33","56.90","67.58"
" SFO","06/29/2017","22","44","45","14","31.11","30.21","29","30","19","63.33","64.58"
" SFO","06/29/2017","23","20","20","6","30.00","30.17","19","19","7","36.84","65.00"
" SFO","06/30/2017","0","10","12","2","16.67","53.50","11","13","6","46.15","34.50"
" SFO","06/30/2017","1","8","8","1","12.50","15.00","2","4","2","50.00","35.00"
" SFO","06/30/2017","2","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/30/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/30/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/30/2017","5","6","6","0","0.00","0.00","3","4","2","50.00","16.00"
" SFO","06/30/2017","6","36","37","4","10.81","71.75","9","12","4","33.33","37.00"
" SFO","06/30/2017","7","28","30","1","3.33","16.00","32","34","6","17.65","60.17"
" SFO","06/30/2017","8","46","46","10","21.74","62.60","39","38","15","39.47","51.07"
" SFO","06/30/2017","9","43","45","13","28.89","42.15","52","52","22","42.31","68.50"
" SFO","06/30/2017","10","47","46","19","41.30","63.26","38","40","20","50.00","69.35"
" SFO","06/30/2017","11","48","49","23","46.94","46.83","39","41","23","56.10","56.83"
" SFO","06/30/2017","12","32","32","15","46.88","51.87","34","37","20","54.05","46.80"
" SFO","06/30/2017","13","40","45","25","55.56","50.40","34","36","14","38.89","42.71"
" SFO","06/30/2017","14","36","38","23","60.53","37.43","37","38","19","50.00","37.89"
" SFO","06/30/2017","15","28","31","15","48.39","26.87","40","42","12","28.57","61.58"
" SFO","06/30/2017","16","42","42","15","35.71","39.53","30","34","10","29.41","24.70"
" SFO","06/30/2017","17","33","35","8","22.86","57.88","29","30","8","26.67","33.25"
" SFO","06/30/2017","18","25","31","11","35.48","32.27","37","40","7","17.50","50.00"
" SFO","06/30/2017","19","33","35","4","11.43","35.25","39","39","12","30.77","53.42"
